,learning rate,background,foregound
0,0.005,0.9930257820264466,0.05404432991953255
1,0.005,0.9941024235389775,0.5585089447416459
2,0.005,0.9973886100007741,0.7086093771099533
3,0.005,0.9973947945582503,0.7112257333528329
4,0.005,0.9958809762553595,0.6737692393522404
5,0.005,0.9975973554435204,0.7316460537808133
6,0.005,0.991800143994998,0.5633609635123882
7,0.005,0.9970673095003217,0.7239157097022423
8,0.005,0.9978670037867174,0.7548993837424106
9,0.005,0.9983888792889317,0.7868428204704253
10,0.005,0.9962494936112168,0.6899973875463266
11,0.005,0.9973133920088346,0.716847445575976
12,0.005,0.9954030347484375,0.47326432969301235
13,0.005,0.9979332424540379,0.7651499543067214
14,0.005,0.9980164050032652,0.7784322733019556
15,0.005,0.9974155131839376,0.7285319495098791
16,0.005,0.9979547029401098,0.7738456095492892
17,0.005,0.9976774188070339,0.7487539898428285
18,0.005,0.9980292225600312,0.7659546911972276
19,0.005,0.9982950099036413,0.7936037565249743
20,0.00125,0.9985592280846299,0.8091149936418164
21,0.00125,0.9984646680017396,0.8075910861655878
22,0.00125,0.9982739456733412,0.802976019264802
23,0.00125,0.9986376028204166,0.8130810695656384
24,0.00125,0.9981866814036225,0.7982812346051178
25,0.00125,0.9981737937538411,0.7908300383919808
26,0.00125,0.9986788676532043,0.8249715592216522
27,0.00125,0.9987183719745524,0.8266696681792132
28,0.00125,0.9986428421454367,0.8219317563613597
29,0.00125,0.9988177641266914,0.826902307154283
30,0.00125,0.998515352414913,0.8108140379829979
31,0.00125,0.9977595667982302,0.7741641652942214
32,0.00125,0.998566218711788,0.8207396460705051
33,0.00125,0.9986073725213307,0.8203380386716818
34,0.00125,0.9985684834324751,0.8170535377678444
35,0.00125,0.9984858429994704,0.8143431334536473
36,0.00125,0.9987402509722074,0.8298649258368004
37,0.00125,0.9984916509988487,0.8118085428880522
38,0.00125,0.99853842324965,0.818652403712784
39,0.00125,0.9987903667110232,0.8294688619257554
40,0.0003125,0.9987445095066347,0.8285784583234986
41,0.0003125,0.9986680426311085,0.821181530652512
42,0.0003125,0.9988076830114929,0.8392687631778961
43,0.0003125,0.9987379647631499,0.8283450861857173
44,0.0003125,0.9987711740154054,0.8335133546667551
45,0.0003125,0.9987221667183315,0.8347250179671422
46,0.0003125,0.9987476918318751,0.827300009297711
47,0.0003125,0.9987934075711623,0.8354032241735335
48,0.0003125,0.998857394820119,0.8404637847591369
49,0.0003125,0.9988634819124904,0.8416469369579285
50,0.0003125,0.9987995859891042,0.835699096002292
51,0.0003125,0.9989134377676021,0.844039541713158
52,0.0003125,0.998826064776965,0.8399854389383049
53,0.0003125,0.9988795396084439,0.8424859495889477
54,0.0003125,0.9986761191883824,0.8308746109960417
55,0.0003125,0.9988122270342618,0.8389941713584848
56,0.0003125,0.998819663289279,0.836976348202628
57,0.0003125,0.9987539659242264,0.8319714644947791
58,0.0003125,0.9986865978384225,0.8325589850480977
59,0.0003125,0.9987527702499363,0.8330211606148481
60,7.8125e-05,0.9987799847586475,0.8401493450602752
61,7.8125e-05,0.9988611066801866,0.8412785261485708
62,7.8125e-05,0.9988191063823614,0.8389709087912104
63,7.8125e-05,0.9988415545660027,0.841634639598781
64,7.8125e-05,0.9988416850311049,0.841034673697959
65,7.8125e-05,0.9988518715416417,0.8408095245709236
66,7.8125e-05,0.9987883885019322,0.8356006163384269
67,7.8125e-05,0.9987882677577595,0.8381901924446414
68,7.8125e-05,0.9988289429394475,0.8416996368011185
69,7.8125e-05,0.9988135787550476,0.8429100947062858
70,7.8125e-05,0.9987337870659236,0.8334522146267951
71,7.8125e-05,0.9988269614047758,0.8447857614238881
72,7.8125e-05,0.9988691525397894,0.8424803986825653
73,7.8125e-05,0.9988015803144722,0.8379053675565596
74,7.8125e-05,0.9988764445157519,0.8425445248384841
75,7.8125e-05,0.9988384203337803,0.8470660678306876
76,7.8125e-05,0.9988940557696788,0.8464695655225168
77,7.8125e-05,0.9989022960478653,0.846470954464229
78,7.8125e-05,0.9988741232601869,0.8453131713324861
79,7.8125e-05,0.998845467240002,0.8462649363816552
80,1.953125e-05,0.9989051440243049,0.8446113327797904
81,1.953125e-05,0.9988529948205906,0.8431438642510019
82,1.953125e-05,0.9988283261720716,0.8416463090626466
83,1.953125e-05,0.9988606641220944,0.8420101171399397
84,1.953125e-05,0.9988809547710827,0.8424196939100014
85,1.953125e-05,0.9988522488671826,0.8434402014052914
86,1.953125e-05,0.9989126969304719,0.8443892901291663
87,1.953125e-05,0.9988587626571818,0.8450557829996037
88,1.953125e-05,0.998845653728354,0.8407789655509426
89,1.953125e-05,0.9988322150553754,0.8356738064933749
90,1.953125e-05,0.9988472947746896,0.8463541553255824
91,1.953125e-05,0.9988804551664852,0.8471407220087337
92,1.953125e-05,0.9988638037264088,0.8462778515314339
93,1.953125e-05,0.9988507700068755,0.845970379436476
94,1.953125e-05,0.9988456864725362,0.8435065869098061
95,1.953125e-05,0.9989183406973091,0.8493375095175062
96,1.953125e-05,0.9988412035892964,0.8447747125646077
97,1.953125e-05,0.9988766655389844,0.8483772184459952
98,1.953125e-05,0.9988417896590011,0.8400145057956544
99,1.953125e-05,0.9988337977761363,0.8469331324612119
