,learning rate,background,foregound
0,0.0001,0.9628471995627932,0.018684494035326484
1,0.0001,0.9926752685988919,0.034634540330662586
2,0.0001,0.9929155991312774,0.04726628292264026
3,0.0001,0.9929270736649312,0.05343227212461183
4,0.0001,0.9928580844862781,0.05351429656767506
5,0.0001,0.9928387493023033,0.05320169792516567
6,0.0001,0.9928831115301079,0.053768018276586546
7,0.0001,0.9929168774334663,0.05368785087025199
8,0.0001,0.9929206880377085,0.05319765007698932
9,0.0001,0.992937899454468,0.054727443518384856
10,0.0001,0.9928740007171303,0.052600094284602494
11,0.0001,0.9929613220333541,0.05285849257586164
12,0.0001,0.9929476684766783,0.05265870019034062
13,0.0001,0.9928692134153176,0.053456569909889576
14,0.0001,0.9930160728646961,0.05388688029373633
15,0.0001,0.9928446107667919,0.05320732726000025
16,0.0001,0.9929645701027737,0.05310505684420204
17,0.0001,0.9929507413135573,0.053465996373268904
18,0.0001,0.9929430684306593,0.0548275131452429
19,0.0001,0.9930660959988702,0.05471112103553197
20,2.5e-05,0.9928635149043002,0.05387192008499248
21,2.5e-05,0.9929130888292204,0.054722019333828066
22,2.5e-05,0.992994135285652,0.05535838974873601
23,2.5e-05,0.9929441778956559,0.0544418459393428
24,2.5e-05,0.9928744432752223,0.053993888373452696
25,2.5e-05,0.9928606779278608,0.05459930902484869
26,2.5e-05,0.9929357851523701,0.054198797850903604
27,2.5e-05,0.9928054111198295,0.05285143513005633
28,2.5e-05,0.9928538400216166,0.05424646887520546
29,2.5e-05,0.9927927462839774,0.053440378454729695
30,2.5e-05,0.9929311835714675,0.05454112429175799
31,2.5e-05,0.9929701632184537,0.053444143849856705
32,2.5e-05,0.9928957904357258,0.052840777165696136
33,2.5e-05,0.9929622058704688,0.054862284721095174
34,2.5e-05,0.9929070375507991,0.0532558233409225
35,2.5e-05,0.9928849597857233,0.0533292929406074
36,2.5e-05,0.9928811077396246,0.05302397983124714
37,2.5e-05,0.9928719680196733,0.053950555184896005
38,2.5e-05,0.9930025958196285,0.05330924871387638
39,2.5e-05,0.9928485889291558,0.05390438100581896
40,6.25e-06,0.9928420349763701,0.05439634494285615
41,6.25e-06,0.992883406995192,0.05418187193822342
42,6.25e-06,0.992983740286765,0.0533216826756617
43,6.25e-06,0.9928531083937878,0.0529939029690542
44,6.25e-06,0.9928684533921437,0.05359296565560641
45,6.25e-06,0.9928499646964498,0.053554263379616655
46,6.25e-06,0.9928223117226694,0.05289573362596783
47,6.25e-06,0.9929253507581394,0.05347324975330559
48,6.25e-06,0.992979342333749,0.052817142537551175
49,6.25e-06,0.9929120576432848,0.05405683547324327
50,6.25e-06,0.9929097138760942,0.05393825863516
51,6.25e-06,0.9929126915501937,0.05340300248476154
52,6.25e-06,0.9928951544823053,0.053354697911540426
53,6.25e-06,0.9928106056774118,0.054721152128615745
54,6.25e-06,0.9929650720096961,0.05342566308964147
55,6.25e-06,0.993000224936162,0.056122508468835854
56,6.25e-06,0.9929503928949905,0.05439704316098627
57,6.25e-06,0.9929466140116747,0.05401142785858263
58,6.25e-06,0.9929898634489005,0.053641003520076086
59,6.25e-06,0.9929678639628859,0.05391710738540537
60,1.5625e-06,0.9928714218569412,0.053884973744272216
61,1.5625e-06,0.9928094496542805,0.05306027616602027
62,1.5625e-06,0.9930068684238222,0.053909845516793134
63,1.5625e-06,0.9927756110997671,0.0531130488567222
64,1.5625e-06,0.9928705265082001,0.053532968638984456
65,1.5625e-06,0.9929192086657742,0.05383311133120259
66,1.5625e-06,0.9927791374947378,0.0536761147526189
67,1.5625e-06,0.9928097978170337,0.05339159554344216
68,1.5625e-06,0.9928869415762086,0.05359619924330948
69,1.5625e-06,0.9929639308237724,0.053593309192474535
70,1.5625e-06,0.9929736655669151,0.05336969084348208
71,1.5625e-06,0.9927444171496217,0.05394743433294121
72,1.5625e-06,0.9929209712237247,0.053737543517315974
73,1.5625e-06,0.9928006053994148,0.05380340040433557
74,1.5625e-06,0.9929952140529783,0.05452349983143737
75,1.5625e-06,0.9928932343429765,0.05396795743284948
76,1.5625e-06,0.9929358861988707,0.05422567650266072
77,1.5625e-06,0.9927915135166674,0.05488659324106469
78,1.5625e-06,0.9928579138583893,0.053470039377218864
79,1.5625e-06,0.9929617789170263,0.05285324468607155
80,3.90625e-07,0.992904948574279,0.054023776583617344
81,3.90625e-07,0.992874402600808,0.0545374080623688
82,3.90625e-07,0.9930095547258599,0.05371571674067607
83,3.90625e-07,0.9929187635495428,0.05336621305365674
84,3.90625e-07,0.9928942000405468,0.053014662545454165
85,3.90625e-07,0.9929268582696051,0.053780081200757134
86,3.90625e-07,0.9927215427799801,0.053148646936392145
87,3.90625e-07,0.9928463380224207,0.05455551669751035
88,3.90625e-07,0.9928420349763701,0.053187114954276575
89,3.90625e-07,0.9930000430524606,0.053643572641098876
90,3.90625e-07,0.9929030875279674,0.054861667171788135
91,3.90625e-07,0.9930240243289604,0.054000838784113235
92,3.90625e-07,0.9928852757159219,0.05403690037813212
93,3.90625e-07,0.992945099593232,0.05364794241411355
94,3.90625e-07,0.9929696879161787,0.05395183722386653
95,3.90625e-07,0.9929417468959167,0.053915819865671406
96,3.90625e-07,0.9928380731860965,0.0539160281986342
97,3.90625e-07,0.9929181378286795,0.05360392995914164
98,3.90625e-07,0.9929223255026494,0.05414786526624534
99,3.90625e-07,0.9929558455688245,0.05397475723780755
