,learning rate,background,foregound
0,0.0001,0.9335774541412811,0.041243864948833295
1,0.0001,0.9930753886955495,0.10330238343564231
2,0.0001,0.992741057289516,0.10223942126902902
3,0.0001,0.9933597982697224,0.15167059344859085
4,0.0001,0.9938325188702273,0.3200392899914873
5,0.0001,0.9972595966425066,0.6623443655445851
6,0.0001,0.9964059831758427,0.6741756545499666
7,0.0001,0.994834398507049,0.6404864511776379
8,0.0001,0.9964942272128982,0.6750997923186666
9,0.0001,0.9974751761542879,0.724120991680244
10,0.0001,0.9968745951488802,0.7156322984736365
11,0.0001,0.9949781319102508,0.6472581187542928
12,0.0001,0.9977484647296532,0.7524469998773075
13,0.0001,0.9979283019196831,0.755628195059658
14,0.0001,0.9982209471673927,0.7850336580829047
15,0.0001,0.998042891721357,0.7610006072746327
16,0.0001,0.9970465683630093,0.7207237112419805
17,0.0001,0.9973875739543733,0.7381727493372082
18,0.0001,0.9978339035111949,0.7587339894710179
19,0.0001,0.998018227421675,0.781267592707417
20,2.5e-05,0.9983061912745366,0.7941078332616537
21,2.5e-05,0.9982264203063409,0.7891397332940492
22,2.5e-05,0.9982964892755761,0.7869112570909984
23,2.5e-05,0.9983579800364286,0.798445763250277
24,2.5e-05,0.9982496584433853,0.7930271519356019
25,2.5e-05,0.9982634798139975,0.7876638651149979
26,2.5e-05,0.9982854560209445,0.7940071093422149
27,2.5e-05,0.9984599282813178,0.8033664924904003
28,2.5e-05,0.9980444711165366,0.7775535070589173
29,2.5e-05,0.9982137953774614,0.7889690825100107
30,2.5e-05,0.9984495637242885,0.8023779740149369
31,2.5e-05,0.9981764242884429,0.790007767119633
32,2.5e-05,0.9983150232503343,0.7945576386901954
33,2.5e-05,0.9983306619230772,0.7961117768492312
34,2.5e-05,0.9983994244505915,0.8030710249755513
35,2.5e-05,0.9983633881986401,0.7963507029631616
36,2.5e-05,0.9984366131442807,0.801426251558787
37,2.5e-05,0.998433744702728,0.8083539594908129
38,2.5e-05,0.9984675835130554,0.8048325802635229
39,2.5e-05,0.9984660665364734,0.8035206060552803
40,6.25e-06,0.9984611853509497,0.8026594524731456
41,6.25e-06,0.9984519525147297,0.8094939445605096
42,6.25e-06,0.9983525283858501,0.7983333289367446
43,6.25e-06,0.9984885254642999,0.8043596617909462
44,6.25e-06,0.9984207207041236,0.8027486451961455
45,6.25e-06,0.9984423914692433,0.806841455431967
46,6.25e-06,0.9984334303074129,0.8032921674169694
